Policy Name,Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Description,User Name,User Followers Count
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation Internship Programme,1759914357943910795,Tue Feb 20 12:14:15 +0000 2024,https://twitter.com/tnsfrbc/status/1759914357943910795,"Stipend INR.8000 | National AIDS Control Organisation NACO Internship Programme 2024 | 

https://t.co/rMq48zFFz3
#tnsfrbc #naco #internships #undergraduates  #phdscholar #postgraduates #internship2024  #indianscholars #tuitionfees #housing #meals #vidhyadhan #disabledscholarship","['tnsfrbc', 'naco', 'internships', 'undergraduates', 'phdscholar', 'postgraduates', 'internship2024', 'indianscholars', 'tuitionfees', 'housing', 'meals', 'vidhyadhan', 'disabledscholarship']",50,1,1,0,en,[],[],[],1346692616704774146,The Core demand of SFRBC,tnsfrbc,168
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation Internship,1759914357943910795,Tue Feb 20 12:14:15 +0000 2024,https://twitter.com/tnsfrbc/status/1759914357943910795,"Stipend INR.8000 | National AIDS Control Organisation NACO Internship Programme 2024 | 

https://t.co/rMq48zFFz3
#tnsfrbc #naco #internships #undergraduates  #phdscholar #postgraduates #internship2024  #indianscholars #tuitionfees #housing #meals #vidhyadhan #disabledscholarship","['tnsfrbc', 'naco', 'internships', 'undergraduates', 'phdscholar', 'postgraduates', 'internship2024', 'indianscholars', 'tuitionfees', 'housing', 'meals', 'vidhyadhan', 'disabledscholarship']",50,1,1,0,en,[],[],[],1346692616704774146,The Core demand of SFRBC,tnsfrbc,168
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation Internship,990583770586734592,Sun Apr 29 13:29:09 +0000 2018,https://twitter.com/RostrumLegal/status/990583770586734592,Internship at National AIDS Control Organisation. To know the details visit: https://t.co/Be8MHQpjDr,[],0,0,0,0,en,[],[],[],913973916,India's Leading Legal Education Platform,RostrumLegal,327
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1782380141202829478,Mon Apr 22 12:05:15 +0000 2024,https://twitter.com/NACOINDIA/status/1782380141202829478,"For information related to HIV and AIDS, call on 1097 today!

#KnowFacts #KnowHIV #IndiaFightsHIVandSTI #CorrectInformation #Awareness

@MoHFW_INDIA https://t.co/Hs9v5lX6Ee","['KnowFacts', 'KnowHIV', 'IndiaFightsHIVandSTI', 'CorrectInformation', 'Awareness']",25,0,0,0,en,['https://pbs.twimg.com/media/GLxJSvKWoAAHGjv.jpg'],[],['MoHFW_INDIA'],1035019353190621185,"This is official twitter account of National AIDS Control Organisation, Ministry of Health & Family Welfare, Government of India",NACOINDIA,7759
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1782038150237573562,Sun Apr 21 13:26:18 +0000 2024,https://twitter.com/NACOINDIA/status/1782038150237573562,"Be sure know the four.

#KnowFacts #KnowHIV #IndiaFightsHIVandSTI #Condom #CorrectInformation #Awareness #campaign

@MoHFW_INDIA https://t.co/BowNkSxGqg","['KnowFacts', 'KnowHIV', 'IndiaFightsHIVandSTI', 'Condom', 'CorrectInformation', 'Awareness', 'campaign']",116,4,3,0,en,['https://pbs.twimg.com/media/GLsSQPtWsAAt_1I.jpg'],[],['MoHFW_INDIA'],1035019353190621185,"This is official twitter account of National AIDS Control Organisation, Ministry of Health & Family Welfare, Government of India",NACOINDIA,7759
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1781269484575338928,Fri Apr 19 10:31:54 +0000 2024,https://twitter.com/NACOINDIA/status/1781269484575338928,"People infected with HIV should take treatment (ART) for lifelong.

#KnowFacts #KnowHIV #IndiaFightsHIVandSTI #CorrectInformation #Awareness #campaign #Quiz

@MoHFW_INDIA https://t.co/VhIOUB1uKs","['KnowFacts', 'KnowHIV', 'IndiaFightsHIVandSTI', 'CorrectInformation', 'Awareness', 'campaign', 'Quiz']",104,4,1,0,en,[],['https://video.twimg.com/ext_tw_video/1781269436974178304/pu/vid/avc1/320x320/cvR8ioo_SaVEtuPP.mp4?tag=12'],['MoHFW_INDIA'],1035019353190621185,"This is official twitter account of National AIDS Control Organisation, Ministry of Health & Family Welfare, Government of India",NACOINDIA,7759
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1780904732846075959,Thu Apr 18 10:22:30 +0000 2024,https://twitter.com/NACOINDIA/status/1780904732846075959,"मिथक नहीं, तथ्य फैलाएं।

HIV का संक्रमण साथ में उठने, बैठने या खाना खाने से नहीं फैलता।

#KnowFacts #KnowHIV #IndiaFightsHIVandSTI #CorrectInformation #Awareness #campaign

@MoHFW_INDIA https://t.co/N0p0MnUKow","['KnowFacts', 'KnowHIV', 'IndiaFightsHIVandSTI', 'CorrectInformation', 'Awareness', 'campaign']",171,6,3,0,hi,['https://pbs.twimg.com/media/GLcLZ1UaMAAAEPM.jpg'],[],['MoHFW_INDIA'],1035019353190621185,"This is official twitter account of National AIDS Control Organisation, Ministry of Health & Family Welfare, Government of India",NACOINDIA,7759
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1780189621395292185,Tue Apr 16 11:00:54 +0000 2024,https://twitter.com/NACOINDIA/status/1780189621395292185,"Condoms offer three layers of protection:
1. Prevent unwanted pregnancy
2. Protects against HIV
3. Protects against STIs

#KnowFacts #KnowHIV #IndiaFightsHIVandSTI #Condom #CorrectInformation #Awareness #campaign

@MoHFW_INDIA https://t.co/nk2PGWhwo0","['KnowFacts', 'KnowHIV', 'IndiaFightsHIVandSTI', 'Condom', 'CorrectInformation', 'Awareness', 'campaign']",199,12,2,0,en,['https://pbs.twimg.com/media/GLSA574aAAAZ_6z.jpg'],[],['MoHFW_INDIA'],1035019353190621185,"This is official twitter account of National AIDS Control Organisation, Ministry of Health & Family Welfare, Government of India",NACOINDIA,7759
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1779914215429685485,Mon Apr 15 16:46:32 +0000 2024,https://twitter.com/StigmabaseO/status/1779914215429685485,HIV Fighting Stigma} Red Ribbon Express: Mission on Wheels | MorungExpress: This unique HIV/ AIDS campaign is being implemented by the National Aids Control Organisation (NACO) in partnership with Rajiv Gandhi Foundation as a ... https://t.co/TMM1P6750y,[],8,0,0,0,en,[],[],[],138418838,North & South America — Australia & NZ — HIV Africa {Fighting stigma} - Canadian Non-Governmental & Nonprofit Initiative — Part of @stigmabase TEAM,StigmabaseO,4177
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1779827100448686308,Mon Apr 15 11:00:22 +0000 2024,https://twitter.com/NACOINDIA/status/1779827100448686308,"HIV is a virus.

#KnowFacts #KnowHIV #IndiaFightsHIVandSTI #CorrectInformation #Awareness #campaign #Quiz

@MoHFW_INDIA https://t.co/klZu2xVYiU","['KnowFacts', 'KnowHIV', 'IndiaFightsHIVandSTI', 'CorrectInformation', 'Awareness', 'campaign', 'Quiz']",179,11,4,1,hu,[],['https://video.twimg.com/ext_tw_video/1779826979686289408/pu/vid/avc1/320x320/rC2ghl6sLoWXHBw3.mp4?tag=12'],['MoHFW_INDIA'],1035019353190621185,"This is official twitter account of National AIDS Control Organisation, Ministry of Health & Family Welfare, Government of India",NACOINDIA,7759
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1772915482099687507,Wed Mar 27 09:16:04 +0000 2024,https://twitter.com/SwastiHC/status/1772915482099687507,"National AIDS Control Organisation's (@naco_india) initiatives among many others in India are prime examples of the proactive approaches adopted by the Government of India to combat tuberculosis. . 🩺 #EarlyDetection #HealthcareAccess ✨
(2/5) https://t.co/TTJBXcGzCx","['EarlyDetection', 'HealthcareAccess']",15,0,0,1,en,['https://pbs.twimg.com/media/GJqpPArWkAEXlib.jpg'],[],[],2930591126,Solving complex public health challenges through social innovations,SwastiHC,1684
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1771364996728938942,Sat Mar 23 02:35:00 +0000 2024,https://twitter.com/andamansacs/status/1771364996728938942,"🔒💪 NACO: National AIDS Control Organisation Take the pledge for a healthy, HIV-free life:
🚫 Avoid unprotected sex.

👫 Stick to one sexual partner.
🩺 Stay safe, stay informed! #ANACS #NACO #HIV #AIDS https://t.co/N1ccxPLlA6","['ANACS', 'NACO', 'HIV', 'AIDS']",547,0,0,0,en,['https://pbs.twimg.com/media/GJLw4PFXIAA8Hhm.jpg'],[],[],1288136942366814208,"A & N AIDS Control Society (ANACS) was registered under the Societies Registration Act 1860 on 30th Oct. 1998 as per the direction of MoHFW, GoI",andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1771363990171533538,Sat Mar 23 02:31:00 +0000 2024,https://twitter.com/andamansacs/status/1771363990171533538,"🔒💪 NACO: National AIDS Control Organisation Take the pledge for a healthy, HIV-free life:
🚫 Avoid unprotected sex.

👫 Stick to one sexual partner.
🩺 Stay safe, stay informed! #ANACS #NACO #HIV #AIDS https://t.co/OepoQOEOtC","['ANACS', 'NACO', 'HIV', 'AIDS']",523,0,0,0,en,['https://pbs.twimg.com/media/GJLxBxHXAAAu28T.jpg'],[],[],1288136942366814208,"A & N AIDS Control Society (ANACS) was registered under the Societies Registration Act 1860 on 30th Oct. 1998 as per the direction of MoHFW, GoI",andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1769730291902611843,Mon Mar 18 14:19:16 +0000 2024,https://twitter.com/TheOfficialKSA/status/1769730291902611843,"National AIDS Control Organisation (NACO) Scholarship Programme 2024
https://t.co/qDmkrz7oi4",[],80,0,0,0,en,[],[],[],1056101319772057600,"Official Twitter account of Kashmir Student Alerts. 𝗞𝗦𝗔 provides Educational services, Business Promotions, Job Alerts & Philanthropy.",TheOfficialKSA,5331
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1763217955452510462,Thu Feb 29 15:01:34 +0000 2024,https://twitter.com/AIRNES_Shillong/status/1763217955452510462,"The Bands from North East assembled in Shillong  for RED FEST,North East, Multimedia Campaign led by National AIDS Control Organisation 
Do listen to their  message and songs. https://t.co/gZFByYpBTd",[],29,0,0,0,en,['https://pbs.twimg.com/media/GHg1X9wXoAATjQk.jpg'],[],[],1004298129540182016,"We are the North Eastern Service ,Akashvani Shillong, primarily broadcasting progs in Hindi and English, also accommodating languages and dialects of NE.",AIRNES_Shillong,232
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1759914357943910795,Tue Feb 20 12:14:15 +0000 2024,https://twitter.com/tnsfrbc/status/1759914357943910795,"Stipend INR.8000 | National AIDS Control Organisation NACO Internship Programme 2024 | 

https://t.co/rMq48zFFz3
#tnsfrbc #naco #internships #undergraduates  #phdscholar #postgraduates #internship2024  #indianscholars #tuitionfees #housing #meals #vidhyadhan #disabledscholarship","['tnsfrbc', 'naco', 'internships', 'undergraduates', 'phdscholar', 'postgraduates', 'internship2024', 'indianscholars', 'tuitionfees', 'housing', 'meals', 'vidhyadhan', 'disabledscholarship']",50,1,1,0,en,[],[],[],1346692616704774146,The Core demand of SFRBC,tnsfrbc,168
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1754727102597726651,Tue Feb 06 04:41:57 +0000 2024,https://twitter.com/andamansacs/status/1754727102597726651,"🛡️ Stand Strong Against HIV &amp; AIDS! 🛡️

🌐 National AIDS Control Organisation 🌐

• Join hands to combat HIV &amp; AIDS.

Together, let's fight against HIV &amp; AIDS! 💪🤝#ANACS #NACO #HIVPrevention 🩺🌍 https://t.co/adg0rV1oR8","['ANACS', 'NACO', 'HIVPrevention']",9,0,0,0,en,['https://pbs.twimg.com/media/GFoK87sXIAAzgN3.jpg'],[],[],1288136942366814208,"A & N AIDS Control Society (ANACS) was registered under the Societies Registration Act 1860 on 30th Oct. 1998 as per the direction of MoHFW, GoI",andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1754726783247663205,Tue Feb 06 04:40:41 +0000 2024,https://twitter.com/andamansacs/status/1754726783247663205,"🌟 Join Forces Against HIV &amp; AIDS! 🌟

🌐 NACO: National AIDS Control Organisation 🌐

• Together, we can combat HIV &amp; AIDS.

Let's stand united in the fight against HIV/AIDS! 💪👥
#ANACS #NACO #HIVAwareness 🩺🤝 https://t.co/ZkFu0XZHLv","['ANACS', 'NACO', 'HIVAwareness']",9,0,0,0,en,['https://pbs.twimg.com/media/GFoKnsJXsAANeaX.jpg'],[],[],1288136942366814208,"A & N AIDS Control Society (ANACS) was registered under the Societies Registration Act 1860 on 30th Oct. 1998 as per the direction of MoHFW, GoI",andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1748650789378400698,Sat Jan 20 10:16:51 +0000 2024,https://twitter.com/Jagabondhoo/status/1748650789378400698,"@vrrrr17 @jon_suante @Lal_Duhoma ""Reported"" yes.  Reference is the NATIONAL AIDS CONTROL ORGANISATION report 2022. https://t.co/VEw2TuJq0e",[],9,0,0,0,en,"['https://pbs.twimg.com/media/GER0nvyboAEPSBe.jpg', 'https://pbs.twimg.com/media/GER0n-1aIAAfzcf.jpg']",[],"['vrrrr17', 'jon_suante', 'Lal_Duhoma']",53968777,Spiriticus sancti 🌟,Jagabondhoo,441
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1748533554600939729,Sat Jan 20 02:31:00 +0000 2024,https://twitter.com/andamansacs/status/1748533554600939729,"🩺 Shield Your Love! 🚫
 National AIDS Control Organisation advocates using condoms for safer sex. Prevention is in your hands; safeguard your partner and yourself. 💑🛡️ #HIVPrevention #NACO #HIV #AIDS https://t.co/kijCLb0QZ1","['HIVPrevention', 'NACO', 'HIV', 'AIDS']",41,0,0,0,en,['https://pbs.twimg.com/media/GEBqzNtW0AAP9a3.jpg'],[],[],1288136942366814208,"A & N AIDS Control Society (ANACS) was registered under the Societies Registration Act 1860 on 30th Oct. 1998 as per the direction of MoHFW, GoI",andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1747105377953394976,Tue Jan 16 03:55:56 +0000 2024,https://twitter.com/andamansacs/status/1747105377953394976,"🔒 Confidential &amp; Consensual HIV Testing! 🌐

National AIDS Control Organisation assures: • Under HIV &amp; AIDS Act, 2017, your privacy is paramount. 🤐 Rest easy, your health matters! 💪❤️ #HIVTesting #NACO 🌟#ANACS https://t.co/VazQxFIizf","['HIVTesting', 'NACO', 'ANACS']",31,0,0,0,en,['https://pbs.twimg.com/media/GD73BTFW0AAMkm4.jpg'],[],[],1288136942366814208,"A & N AIDS Control Society (ANACS) was registered under the Societies Registration Act 1860 on 30th Oct. 1998 as per the direction of MoHFW, GoI",andamansacs,484
