Policy Name,Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Name,User Followers Count
Rashtriya Gram Swaraj Abhiyan,Rashtriya Gram Swaraj,1771745046104072261,Sun Mar 24 03:45:11 +0000 2024,https://twitter.com/mopr_goi/status/1771745046104072261,The objective of Rashtriya Gram Swaraj Abhiyan is to strengthen the capacities of institutions for rural local administration to become more sensitive to local development needs and formulate participatory plans. #RGSA #SDGs #PRIs https://t.co/2aBf78I4cn,"['RGSA', 'SDGs', 'PRIs']",763,10,1,0,en,[],['https://video.twimg.com/ext_tw_video/1771743802513825792/pu/vid/avc1/320x320/qBmCXxskntqv6NvH.mp4?tag=12'],[],4808052715,mopr_goi,190332
Rashtriya Gram Swaraj Abhiyan,Rashtriya Gram,1779558688027725947,Sun Apr 14 17:13:48 +0000 2024,https://twitter.com/Aravindwrites08/status/1779558688027725947,"@OriginalCsk3693 @sureshsambandam Some of the names from UPA govt.

PM Adarsh Gram Yojana
Rashtriya Swasthya Bima Yojana.
Gramin Bhandaran Yojana
Rashtriya Krishi Vikas Yojana",[],23,0,0,0,hi,[],[],"['OriginalCsk3693', 'sureshsambandam']",1142829101637488640,Aravindwrites08,629
Rashtriya Gram Swaraj Abhiyan,Rashtriya Gram,1777994040312836351,Wed Apr 10 09:36:27 +0000 2024,https://twitter.com/AnilKum04536706/status/1777994040312836351,LG Manoj Sinha. Paras Nath Rai is associated with Rashtriya Swayamsevak Sangh (RSS) and has never contested any election. Paras Nath Rai is a resident of Sikhadi Gram Sabha of Jakhanian (Reserved) assembly of Manihari block of Ghazipur and is associated with the education sector.,[],89,0,0,0,en,[],[],[],1451789358936297475,AnilKum04536706,875
Delhi Family Benefit Scheme,Delhi Family,1783565855005295073,Thu Apr 25 18:36:51 +0000 2024,https://twitter.com/tyagipv/status/1783565855005295073,@Ra_Bies Before that she needs to qualify for WWE in Delhi Metro women gang fight 🤣,[],16,0,0,0,en,[],[],['Ra_Bies'],1682692586367238145,tyagipv,921
Delhi Family Benefit Scheme,Delhi Family,1783564608843968957,Thu Apr 25 18:31:54 +0000 2024,https://twitter.com/Delhi_Thug/status/1783564608843968957,"@westerncomd_IA @adgpi We 100 crore Hindus are proud of you all 🪔⛳

We &amp; our family safe just because of you sir🙏🏻",[],13,0,0,0,en,[],[],"['westerncomd_IA', 'adgpi']",2278602110,Delhi_Thug,925
Delhi Family Benefit Scheme,Delhi Family,1783551049090883727,Thu Apr 25 17:38:01 +0000 2024,https://twitter.com/69_shinchan69/status/1783551049090883727,"@Prabhas2898 @RodRaisar @rowdy_dhfm4005 @RohitYadav_69 @APPOLICE100 @APPOLICE100 Sir, I am from Delhi, and he is threatening me that he will come to Delhi and kill my family. Please look into the case as soon as possible.
@rowdy_dhfm4005 this person is threating me .",[],64,3,1,2,en,[],[],"['Prabhas2898', 'RodRaisar', 'rowdy_dhfm4005', 'RohitYadav_69', 'APPOLICE100', 'APPOLICE100', 'rowdy_dhfm4005']",1652053033725964297,69_shinchan69,340
Delhi Family Benefit Scheme,Delhi Family,1783549872680960413,Thu Apr 25 17:33:21 +0000 2024,https://twitter.com/vasudhamadhulik/status/1783549872680960413,@PoisonOfChoice Why not start wealth redistribution from trusts controlled by gandhi family. Why not take over waqf board land. Why not redevelop samadhis of gandhi family in heart of Delhi,[],43,2,0,0,en,[],[],['PoisonOfChoice'],1488582726349324293,vasudhamadhulik,96
Delhi Family Benefit Scheme,Delhi Family,1783548246746624343,Thu Apr 25 17:26:53 +0000 2024,https://twitter.com/Himansh88378585/status/1783548246746624343,"@Anuradham1805 @TajinderBagga Di,

I visited Delhi RTO ( RAJA Garden) For Some Paperwork.

Kejriwal ki Photo  @ArvindKejriwal बदनाम हो गया अपने ही ट्रांसपोर्ट विभाग में 👏👏

गद्दार @ArvindKejriwal 😡 https://t.co/a7j2XGmWDh",[],859,6,2,2,und,['https://pbs.twimg.com/media/GMBvrY9WcAAgZu9.jpg'],[],"['Anuradham1805', 'TajinderBagga', 'ArvindKejriwal', 'ArvindKejriwal']",773038713379094528,Himansh88378585,70
Delhi Family Benefit Scheme,Delhi Family Benefit Scheme,1764537290158661737,Mon Mar 04 06:24:08 +0000 2024,https://twitter.com/anonaapian/status/1764537290158661737,"Is there a way to exclude the damn bhaktins out of this scheme? 

Many hypocrites in extended family who continue to vote for balatkari janta party while happily availing all benefits delhi government is providing.",[],44,0,0,1,en,[],[],[],1364768541904363525,anonaapian,224
Delhi Family Benefit Scheme,Delhi Family Benefit Scheme,1737347454817939858,Wed Dec 20 05:41:26 +0000 2023,https://twitter.com/Bhajaman_Biswal/status/1737347454817939858,"The public servants concerned are requested to provide all govt. benefits immediately to the poor disability woman those she &amp; her family members entitled for as per the provisions/schemes of the state/central govt.

Bhajaman Biswal
National Human Rights Defender, New Delhi https://t.co/FRtHA1rlPY",[],65,2,1,1,en,"['https://pbs.twimg.com/media/GBxMR-dbsAAGqGF.jpg', 'https://pbs.twimg.com/media/GBxMS2HbMAAkWml.jpg']",[],[],2539122697,Bhajaman_Biswal,2121
Delhi Family Benefit Scheme,Delhi Family Benefit Scheme,1719975501920665602,Thu Nov 02 07:11:29 +0000 2023,https://twitter.com/HarishK04131926/status/1719975501920665602,"@JhaSanjay @IndiGo6E Ask this dumb @Jairam_Ramesh , Elections are 24 × 7 in India, flight was from Aizwal to Delhi, where there are no elections. Does it mean Modi' s scheme announcement all over India be banned?
EC should demolish all statues of JLN, Indira Gandhi, RG. This gives benefit to family.",[],30,2,1,0,en,[],[],"['JhaSanjay', 'IndiGo6E', 'Jairam_Ramesh']",2534074718,HarishK04131926,25537
Delhi Family Benefit Scheme,Delhi Family Benefit Scheme,1668943559301517315,Wed Jun 14 11:28:46 +0000 2023,https://twitter.com/Suraj_Kushwaha_/status/1668943559301517315,"दिल्ली परिवार लाभ योजना क्या है और आवेदन कैसे करें | What is Delhi Family Benefit Scheme and how to Apply

दिल्ली परिवार लाभ योजना का परिचय – दिल्ली परिवार लाभ योजना के अंतर्गत गरीबी रेखा से नीचे जीवनयापन करने वाले परिवारों को 30000 रूपये का मुआवज़ा

https://t.co/iFTTI4FxGV https://t.co/64gk7JCzVq",[],4,0,0,0,hi,['https://pbs.twimg.com/media/FylHUsQWwAM5Y9F.jpg'],[],[],780024141000826880,Suraj_Kushwaha_,47
Delhi Family Benefit Scheme,Delhi Family Benefit Scheme,1654941757610807296,Sat May 06 20:10:37 +0000 2023,https://twitter.com/singhgarvb007/status/1654941757610807296,Why DTC(Delhi Transport Corporation) not giving health scheme benefits to their retired employees and family pensioners. Why they are not covered under DGHS @ArvindKejriwal @msisodia @narendramodi @RahulGandhi @ndtv @BBCHindi,[],80,0,0,0,en,[],[],"['ArvindKejriwal', 'msisodia', 'narendramodi', 'RahulGandhi', 'ndtv', 'BBCHindi']",1550257112,singhgarvb007,18
